	Main Accession	Description	Gene Name	Chromosome	MW [kDa]	Possible Coverage [%]	Coverage [%]	Spectrum Counting	Confidently Localized Modification Sites	# Confidently Localized Modification Sites	Ambiguously Localized Modification Sites	#Ambiguously Localized Modification Sites	Protein Inference	Secondary Accessions	Protein Group	#Validated Peptides	#Peptides	#Unique	#Validated Unique	#Unique to Group	#Validated Unique to Group	#Validated PSMs	#PSMs	Confidence [%]	Validation
352	A0A644EYT1	Ankyrin repeat protein 1 (A0A644EYT1_GIAIC)	GL50803_0041212		182.41360077560236	82.16	13.7	30.259200648373405					Single Protein		A0A644EYT1	21	41	41	21	41	21	28	56	100.0	Confident
353	D3KHN3	Uncharacterized protein (D3KHN3_GIAIC)	GL50803_14972		120.18870710929345	56.89	1.67	15.89911981933947					Single Protein		D3KHN3	2	6	6	2	6	2	2	6	100.0	Doubtful
354	A0A644EXP1	Cell motility MEMO family protein (A0A644EXP1_GIAIC)	GL50803_00112932		31.42850462313832	69.82	6.32	74.00993787248079	Oxidation of M(M194)	Oxidation of M(1)			Related Proteins	A8BWT5	A0A644EXP1, A8BWT5	2	6	6	2	6	2	3	8	100.0	Confident
355	D3KHL8	SWIRM domain-containing protein (D3KHL8_GIAIC)	GL50803_8125		104.43439563233571	72.43	0.97	11.086902651068083					Single Protein		D3KHL8	1	7	7	1	7	1	1	7	100.0	Doubtful
356	A8B3A0	Ankyrin repeat protein 1 (A8B3A0_GIAIC)	GL50803_24842		201.34623454663844	63.16	1.03	8.476690807899676					Single Protein		A8B3A0	2	15	15	2	15	2	3	17	100.0	Confident
357	A8B471	Histone domain-containing protein (A8B471_GIAIC)	GL50803_14212		21.326576554458324	69.84	4.23	80.60955016684215					Related Proteins	E2RU29	A8B471, E2RU29	1	4	0	0	4	1	3	6	100.0	Doubtful
358	A0A644F2V1	Trophozoite antigen GTA-2 (A0A644F2V1_GIAIC)	GL50803_0015427		25.280174282941285	51.11	4.89	50.22102927061197					Related Proteins	A8B291	A0A644F2V1, A8B291	1	2	2	1	2	1	1	2	100.0	Doubtful
359	A8BUF3	Actin related protein (A8BUF3_GIAIC)	GL50803_8726		106.42818994239207	64.77	4.65	20.596640499798248	Oxidation of M(M574, M902)	Oxidation of M(2)			Single Protein		A8BUF3	3	13	13	3	13	3	3	14	100.0	Confident
360	A8B3D0	Putative tRNA (cytidine(32)/guanosine(34)-2'-O)-methyltransferase (A8B3D0_GIAIC)	GL50803_6055		29.858822121607588	64.18	4.1	37.66577195295898					Single Protein		A8B3D0	1	4	4	1	4	1	1	4	100.0	Doubtful
361	A0A644F4M7	Uncharacterized protein (A0A644F4M7_GIAIC)	GL50803_0094224		49.216464167738685	53.99	2.73	26.53186452032331	Oxidation of M(M318)	Oxidation of M(1)			Related Proteins	A8BA43	A0A644F4M7, A8BA43	1	2	2	1	2	1	1	2	100.0	Doubtful
362	D3KHI1	Uncharacterized protein (D3KHI1_GIAIC)	GL50803_9847		24.823488318439583	66.81	4.8	36.84337518542713					Single Protein		D3KHI1	1	1	1	1	1	1	1	1	100.0	Doubtful
363	A8BUH6	Protein kinase domain-containing protein (A8BUH6_GIAIC)	GL50803_24321		33.30376787640465	65.97	4.17	35.45013830866727					Single Protein		A8BUH6	1	2	2	1	2	1	1	2	100.0	Doubtful
364	A8B3E2	AAA domain-containing protein (A8B3E2_GIAIC)	GL50803_24636		34.73298523143913	66.67	6.23	39.42585475449911	Oxidation of M(M274)	Oxidation of M(1)			Single Protein		A8B3E2	2	5	5	2	5	2	2	5	100.0	Confident
365	A0A644F6N5	KIF-binding protein (A0A644F6N5_GIAIC)	GL50803_0015442		104.73895544377079	67.82	1.08	11.16022872680266					Related Proteins	A8BDL1	A0A644F6N5, A8BDL1	1	6	6	1	6	1	1	6	100.0	Doubtful
366	A8BUI2	Uncharacterized protein (A8BUI2_GIAIC)	GL50803_4266		121.22449783156928	69.89	7.73	36.89314073341111	Oxidation of M(M822)	Oxidation of M(1)			Single Protein		A8BUI2	7	16	16	7	16	7	10	21	100.0	Confident
367	A8B3G7	AAA domain-containing protein (A8B3G7_GIAIC)	GL50803_7950		43.32497811219005	59.23	7.69	63.00129119969244	Oxidation of M(M92, M304)	Oxidation of M(2)			Single Protein		A8B3G7	4	6	6	4	6	4	4	6	100.0	Confident
368	D3KI75	Uncharacterized protein (D3KI75_GIAIC)	GL50803_87577		33.289925832687885	66.23	8.28	47.04720957693018					Single Protein		D3KI75	2	5	5	2	5	2	3	5	100.0	Confident
369	D3KI74	Uncharacterized protein (D3KI74_GIAIC)	GL50803_14758		110.67821824595707	46.26	2.62	21.163376883267922					Single Protein		D3KI74	2	5	5	2	5	2	2	5	100.0	Confident
370	A8B3I4	Thioredoxin domain-containing protein (A8B3I4_GIAIC)	GL50803_103713		40.31649424016585	82.77	17.51	113.50295420818857	Oxidation of M(M268)	Oxidation of M(1)			Single Protein		A8B3I4	7	13	12	6	12	6	11	17	100.0	Confident
371	A8B3J7	Aldehyde-alcohol dehydrogenase (A8B3J7_GIAIC)	GL50803_93358		97.07136127304852	65.99	17.45	102.09364385046071	Oxidation of M(M62, M69, M80)	Oxidation of M(3)			Single Protein		A8B3J7	18	34	34	18	34	18	29	56	100.0	Confident
372	A0A644EYR3	Uncharacterized protein (A0A644EYR3_GIAIC)	GL50803_0017332		178.43878454567056	50.45	27.53	173.42807278226195	Oxidation of M(M159, M241, M261, M527, M730, M788, M1049, M1122, M1496)	Oxidation of M(9)			Related Proteins	A8BKC0	A0A644EYR3, A8BKC0	65	83	83	65	83	65	217	323	100.0	Confident
373	A8BNB8	Adenylate kinase (A8BNB8_GIAIC)	GL50803_7009		28.337392981225204	80.24	4.35	33.34835145242218					Single Protein		A8BNB8	1	6	6	1	6	1	1	6	100.0	Doubtful
374	A0A644F983	Axoneme-associated protein GASP-180 (A0A644F983_GIAIC)	GL50803_00137716		179.16044455168097	82.54	27.29	33.38004411581721	Oxidation of M(M137, M279, M314, M317, M1007, M1010, M1230)	Oxidation of M(7)			Unrelated Proteins	A8B5G1	A0A644F983, A8B5G1	41	62	3	2	3	2	84	129	100.0	Confident
375	A8BND8	Tyrosine--tRNA ligase (A8BND8_GIAIC)	GL50803_16612		43.4578631449451	74.68	4.65	32.702065571561285					Single Protein		A8BND8	2	5	5	2	5	2	3	5	100.0	Confident
376	E2RU81	Pyrophosphate--fructose 6-phosphate 1-phosphotransferase (PFP_GIAIC)	GL50803_14993		59.92547246797253	60.29	6.25	33.77309391997487	Oxidation of M(M487)	Oxidation of M(1)			Unrelated Proteins	A0A644FBA7	A0A644FBA7, E2RU81	3	8	8	3	8	3	3	8	100.0	Confident
377	A8BNH0	Coiled-coil protein (A8BNH0_GIAIC)	GL50803_9515		150.25313489906435	82.39	0.66	6.793182703271185					Single Protein		A8BNH0	1	8	8	1	8	1	1	8	100.0	Doubtful
378	A8BNI9	AB hydrolase-1 domain-containing protein (A8BNI9_GIAIC)	GL50803_9503		34.81795227836714	73.62	3.91	30.90524878191506					Single Protein		A8BNI9	1	4	4	1	4	1	1	4	100.0	Doubtful
379	A8BNI1	M16C_associated domain-containing protein (A8BNI1_GIAIC)	GL50803_9508		131.35548381955078	69.45	4.69	20.538152268877134					Single Protein		A8BNI1	5	11	11	5	11	5	5	11	100.0	Confident
380	A8BNJ4	AB hydrolase-1 domain-containing protein (A8BNJ4_GIAIC)	GL50803_24372		39.58770532746127	63.74	3.12	33.480686180407986					Single Protein		A8BNJ4	1	3	3	1	3	1	1	3	100.0	Doubtful
381	A8BNK8	Nucleoside transporter (A8BNK8_GIAIC)	GL50803_96818		53.49585615350563	31.01	2.05	27.304637273342436					Single Protein		A8BNK8	1	3	3	1	3	1	1	3	100.0	Doubtful
382	A0A644F649	Intraflagellar transport protein IFT88 (A0A644F649_GIAIC)	GL50803_0016660		93.24793788291441	72.56	2.53	7.969583990046736	Oxidation of M(M181)	Oxidation of M(1)			Related Proteins	A8BQ09	A0A644F649, A8BQ09	2	9	0	0	9	2	2	9	100.0	Confident
383	A8BMP5	Uncharacterized protein (A8BMP5_GIAIC)	GL50803_33685		115.82813870196115	64.28	3.44	18.32710546842238					Single Protein		A8BMP5	3	5	5	3	5	3	3	5	100.0	Confident
384	A8BN51	26S proteasome non-ATPase regulatory subunit 2 (A8BN51_GIAIC)	GL50803_33166		135.80354608444955	50.97	2.03	13.937994907702882	Oxidation of M(M635)	Oxidation of M(1)			Single Protein		A8BN51	2	16	16	2	16	2	2	17	100.0	Confident
385	A8BN67	Protein kinase domain-containing protein (A8BN67_GIAIC)	GL50803_4977		44.90796259244011	81.56	4.42	32.871946431673294	Oxidation of M(M179)	Oxidation of M(1)			Single Protein		A8BN67	2	6	6	2	6	2	2	6	100.0	Doubtful
386	A8BMZ1	S5 DRBM domain-containing protein (A8BMZ1_GIAIC)	GL50803_8118		26.706991437672556	100.0	64.46	219.3667773028132	Oxidation of M(M22, M202)	Oxidation of M(2)			Single Protein		A8BMZ1	20	30	30	20	30	20	28	43	100.0	Confident
387	K22E_HUMAN				65.82539290353346	68.22	63.1	252.4780628255039	Oxidation of M(M263, M300, M473, M497)	Oxidation of M(4)			Single Protein		K22E_HUMAN	50	59	49	40	53	44	170	236	100.0	Confident
388	CATA_HUMAN				59.58771482863913	76.24	7.79	43.580232011688075					Single Protein		CATA_HUMAN	2	4	4	2	4	2	3	8	100.0	Doubtful
389	A0A644EZZ7	CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase (A0A644EZZ7_GIAIC)	GL50803_007259		30.770328946777365	50.0	3.52	34.578413596159066					Related Proteins	A8BGX2	A0A644EZZ7, A8BGX2	1	6	0	0	6	1	2	11	100.0	Doubtful
390	A8BP44	Uncharacterized protein (A8BP44_GIAIC)	GL50803_15251		32.47295220241819	61.9	18.03	92.61916744330169	Oxidation of M(M164, M189)	Oxidation of M(2)			Single Protein		A8BP44	5	11	11	5	11	5	5	13	100.0	Confident
391	A8BNT0	60S acidic ribosomal protein P0 (A8BNT0_GIAIC)	GL50803_17054		35.01445171685992	59.2	34.66	240.30930754598955					Single Protein		A8BNT0	14	18	18	14	18	14	18	32	100.0	Confident
392	A8BNS7	Ankyrin repeat protein 1 (A8BNS7_GIAIC)	GL50803_17053		113.87900259297292	74.62	2.2	4.893928606416944					Single Protein		A8BNS7	2	13	13	2	13	2	1	15	100.0	Doubtful
393	A8BNT5	Ribosomal_L6 domain-containing protein (A8BNT5_GIAIC)	GL50803_17056		20.841884010225076	87.03	7.03	91.21224775635473					Single Protein		A8BNT5	1	4	4	1	4	1	2	10	100.0	Doubtful
394	A0A644F4Y3	Pept_C1 domain-containing protein (A0A644F4Y3_GIAIC)	GL50803_0016160		31.939237396105536	48.99	4.73	18.666223268723037					Related Proteins	A8BTG7, A8BVM3, A8BX07	A0A644F4Y3, A8BTG7, A8BVM3, A8BX07	1	1	0	0	1	1	1	1	100.0	Doubtful
395	A0A644EZ07	Kinase, NEK (A0A644EZ07_GIAIC)	GL50803_008860		88.38432952435203	63.9	2.48	17.506004249133486	Oxidation of M(M387)	Oxidation of M(1)			Related Proteins	A8BCD4	A0A644EZ07, A8BCD4	3	4	2	1	2	1	3	4	100.0	Confident
396	A0A644F3M5	CoA_binding domain-containing protein (A0A644F3M5_GIAIC)	GL50803_0086511		98.9747850233321	65.85	8.43	50.6000559066166	Oxidation of M(M300, M406, M438)	Oxidation of M(3)			Related Proteins	A8B3P9	A0A644F3M5, A8B3P9	6	23	19	6	19	6	9	27	100.0	Confident
397	A8BPI7	Endonuclease III homolog (A8BPI7_GIAIC)	NTH1		36.1624313525729	84.83	7.43	39.181731814842784	Oxidation of M(M65)	Oxidation of M(1)			Single Protein		A8BPI7	2	9	9	2	9	2	3	10	100.0	Confident
398	A0A644F872	Uncharacterized protein (A0A644F872_GIAIC)	GL50803_0060183		122.95749115251476	40.05	0.9	12.480965854234928	Oxidation of M(M971)	Oxidation of M(1)			Single Protein		A0A644F872	1	3	3	1	3	1	1	3	100.0	Doubtful
399	A8BQ17	PCI domain-containing protein (A8BQ17_GIAIC)	GL50803_16659		46.12802672204229	69.08	9.42	76.86562679360546					Single Protein		A8BQ17	3	5	5	3	5	3	4	6	100.0	Confident
400	A8BQ26	Pyruvate, phosphate dikinase (A8BQ26_GIAIC)	GL50803_9909		97.59525893806959	80.77	20.48	104.78674903169265	Oxidation of M(M83, M448, M587, M688)	Oxidation of M(4)			Single Protein		A8BQ26	21	34	34	21	34	21	50	79	100.0	Confident
401	A8BPQ4	Leucine carboxyl methyltransferase 1 (A8BPQ4_GIAIC)	GL50803_10516		41.42569750382651	60.16	2.75	34.15843286422191					Single Protein		A8BPQ4	1	3	3	1	3	1	1	3	100.0	Doubtful
402	A8BPQ1	Tetratricopeptide repeat-containing protein (A8BPQ1_GIAIC)	GL50803_113023		34.2531604004199	50.79	4.44	29.708214498108493					Single Protein		A8BPQ1	1	1	1	1	1	1	1	1	100.0	Doubtful
403	A0A644F383	Phasin superfamily protein (A0A644F383_GIAIC)	GL50803_0010016		34.49252414891929	79.1	9.65	51.445932423553735					Related Proteins	A8B2Y9	A0A644F383, A8B2Y9	2	8	8	2	8	2	2	8	100.0	Doubtful
404	A8BQ45	Uncharacterized protein (A8BQ45_GIAIC)	GL50803_5274		75.18161296641239	61.3	2.22	0.0					Single Protein		A8BQ45	1	5	5	1	5	1	0	12	86.27450980392157	Doubtful
405	A8BPS3	Uncharacterized protein (A8BPS3_GIAIC)	GL50803_14252		42.74169458347007	73.08	3.33	23.699811565906774					Single Protein		A8BPS3	1	3	3	1	3	1	1	3	100.0	Doubtful
406	A0A644F6K5	G beta-like protein GBL (A0A644F6K5_GIAIC)	GL50803_0017353		33.322617770060404	68.99	3.16	17.218638607066964					Related Proteins	A8BR56	A0A644F6K5, A8BR56	1	2	0	0	2	1	1	2	100.0	Doubtful
407	A8BPT7	ANK_REP_REGION domain-containing protein (A8BPT7_GIAIC)	GL50803_4383		83.88551497024669	53.63	7.52	34.52470757743146					Single Protein		A8BPT7	5	12	12	5	12	5	5	17	100.0	Confident
408	A8BPT2	ANK_REP_REGION domain-containing protein (A8BPT2_GIAIC)	GL50803_17551		118.64039991049181	79.7	4.47	34.875714771258316	Oxidation of M(M41, M580)	Oxidation of M(2)			Single Protein		A8BPT2	3	18	18	3	18	3	8	24	100.0	Confident
409	A8BPT0	ANK_REP_REGION domain-containing protein (A8BPT0_GIAIC)	GL50803_14254		87.48283087433735	71.14	1.37	11.783705191987169					Single Protein		A8BPT0	1	6	6	1	6	1	1	6	100.0	Doubtful
410	A0A644F565	Coiled-coil protein (A0A644F565_GIAIC)	GL50803_0015591		175.44406398207624	49.78	3.89	15.864842388359989	Oxidation of M(M550, M1430)	Oxidation of M(2)			Related Proteins	A8BZN3	A0A644F565, A8BZN3	7	17	0	0	17	7	11	28	100.0	Confident
411	A8BP53	Protein kinase domain-containing protein (A8BP53_GIAIC)	GL50803_10609		46.951023917419846	52.25	7.8	44.448497170541636					Single Protein		A8BP53	3	8	8	3	8	3	3	8	100.0	Confident
412	A0A644F3U0	CoA_binding domain-containing protein (A0A644F3U0_GIAIC)	GL50803_0013608		76.62327957294804	70.07	12.03	32.902801796944196	Oxidation of M(M278, M529)	Oxidation of M(2)			Related Proteins	E2RU11	A0A644F3U0, E2RU11	11	16	0	0	16	11	19	29	100.0	Confident
413	A0A644F9I4	Axoneme-associated protein GASP-180 (A0A644F9I4_GIAIC)	GL50803_0013475		889.0849794944658	89.43	5.8	0.2329782489848724					Related Proteins	A8B615	A0A644F9I4, A8B615	3	22	22	3	22	3	4	28	100.0	Confident
414	A0A644EZ31	Uncharacterized protein (A0A644EZ31_GIAIC)	GL50803_0016930		152.2746429274827	53.93	1.85	9.180775753495986	Oxidation of M(M444)	Oxidation of M(1)			Related Proteins	D3KHG9	A0A644EZ31, D3KHG9	1	10	10	1	10	1	1	11	100.0	Doubtful
415	A8BPC0	Tubulin alpha chain (A8BPC0_GIAIC)	GL50803_103676		50.51955955628639	68.5	21.37	201.99017546519354					Single Protein		A8BPC0	8	20	20	8	20	8	22	46	100.0	Confident
416	A8BPD9	Uncharacterized protein (A8BPD9_GIAIC)	GL50803_10882		33.09573537433154	61.13	18.27	91.73708013431786	Oxidation of M(M121)	Oxidation of M(1)			Single Protein		A8BPD9	5	7	7	5	7	5	5	8	100.0	Confident
417	A8BPD3	PROTEASOME_ALPHA_1 domain-containing protein (A8BPD3_GIAIC)	GL50803_16924		27.317898137516064	68.42	10.53	71.94454425743483					Single Protein		A8BPD3	3	4	4	3	4	3	3	4	100.0	Confident
418	A8BPE1	TPR_REGION domain-containing protein (A8BPE1_GIAIC)	GL50803_10883		40.56261327309239	60.55	3.01	26.53186452032331					Single Protein		A8BPE1	1	4	4	1	4	1	1	5	100.0	Doubtful
419	A8BQI8	Uncharacterized protein (A8BQI8_GIAIC)	GL50803_17037		28.74149779304303	77.56	15.35	94.11499973547755	Oxidation of M(M224)	Oxidation of M(1)			Single Protein		A8BQI8	3	10	10	3	10	3	5	13	100.0	Confident
420	A8BQI1	Phosphatidylinositol transfer protein alpha isoform (A8BQI1_GIAIC)	GL50803_4197		39.29092477701348	93.04	25.8	75.63723712756516	Oxidation of M(M24, M299)	Oxidation of M(2)			Single Protein		A8BQI1	7	13	13	7	13	7	9	15	100.0	Confident
421	A8BQL1	AMPKBI domain-containing protein (A8BQL1_GIAIC)	GL50803_101919		27.76590073115656	62.86	9.8	61.73511890826448					Single Protein		A8BQL1	2	2	2	2	2	2	2	3	100.0	Confident
422	A8BR06	Myotubularin phosphatase domain-containing protein (A8BR06_GIAIC)	GL50803_13875		114.21947173800616	52.88	1.95	23.306997009565777					Single Protein		A8BR06	2	10	10	2	10	2	3	18	100.0	Confident
423	A8BR17	D123 family protein (A8BR17_GIAIC)	GL50803_7593		34.489894648894314	61.72	9.24	51.8676203942386	Oxidation of M(M20)	Oxidation of M(1)			Single Protein		A8BR17	2	3	3	2	3	2	2	3	100.0	Confident
424	A8BQQ3	ANK_REP_REGION domain-containing protein (A8BQQ3_GIAIC)	GL50803_8174		93.88517667091746	94.72	6.12	21.075971516443875	Oxidation of M(M290)	Oxidation of M(1)			Single Protein		A8BQQ3	4	11	11	4	11	4	4	12	100.0	Confident
425	A8BQS0	ATP-dependent RNA helicase (A8BQS0_GIAIC)	GL50803_90950		100.14625072835604	81.33	1.0	9.709013713996331					Single Protein		A8BQS0	1	17	17	1	17	1	2	19	99.13644214162349	Doubtful
426	A8BQT7	ABC transporter domain-containing protein (A8BQT7_GIAIC)	GL50803_16575		120.25791602293586	55.02	1.01	11.294689313872572					Single Protein		A8BQT7	1	6	6	1	6	1	1	6	100.0	Doubtful
427	CAS2_BOVIN				26.00226670062708	78.83	34.68	253.0972608911489	Oxidation of M(M205)	Oxidation of M(1)			Single Protein		CAS2_BOVIN	12	19	19	12	19	12	26	64	100.0	Confident
428	A8BR51	Uncharacterized protein (A8BR51_GIAIC)	GL50803_94762		122.50577691196388	60.07	1.81	14.959455527416333					Single Protein		A8BR51	2	9	9	2	9	2	2	9	100.0	Confident
429	A0A644F7J0	Ankyrin repeat protein 1 (A0A644F7J0_GIAIC)	GL50803_0017568		55.55301428979155	77.78	7.74	51.298733761397635					Unrelated Proteins	A8BU55	A0A644F7J0, A8BU55	3	14	14	3	14	3	7	19	100.0	Confident
430	A8BA54	Uncharacterized protein (A8BA54_GIAIC)	GL50803_16504		97.2837347144298	64.11	4.4	21.256342621514836	Oxidation of M(M747)	Oxidation of M(1)			Single Protein		A8BA54	5	17	17	5	17	5	4	25	100.0	Confident
431	A8BQU9	Chaperone protein DnaJ (A8BQU9_GIAIC)	GL50803_9808		45.08037969428589	77.75	32.52	168.10562703680878	Oxidation of M(M259, M337, M340)	Oxidation of M(3)			Single Protein		A8BQU9	18	28	28	18	28	18	28	42	100.0	Confident
432	A8BQU3	WD_REPEATS_REGION domain-containing protein (A8BQU3_GIAIC)	GL50803_15054		166.05944008954302	68.23	2.97	15.550271306540198					Single Protein		A8BQU3	4	16	16	4	16	4	5	18	100.0	Confident
433	A8BQV2	HTH La-type RNA-binding domain-containing protein (A8BQV2_GIAIC)	GL50803_9803		39.15145244761964	100.0	4.02	24.244634820295435					Single Protein		A8BQV2	1	4	4	1	4	1	1	4	100.0	Doubtful
434	A8BR71	WD_REPEATS_REGION domain-containing protein (A8BR71_GIAIC)	GL50803_2562		109.71381284573755	33.01	2.93	25.880775820438075	Oxidation of M(M375, M384)	Oxidation of M(2)			Single Protein		A8BR71	2	6	6	2	6	2	2	8	100.0	Confident
435	A8BR89	Prolyl-tRNA synthetase (A8BR89_GIAIC)	GL50803_15983		60.97877197408434	83.39	15.13	47.60596975829608					Single Protein		A8BR89	8	13	13	8	13	8	9	14	100.0	Confident
436	A8BQW1	ATP-dependent RNA helicase-like protein (A8BQW1_GIAIC)	GL50803_15048		73.33361218755758	83.54	1.37	13.564522375342142					Single Protein		A8BQW1	1	12	12	1	12	1	1	15	100.0	Doubtful
437	A8BPV3	Vacuolar ATP synthase subunit B (A8BPV3_GIAIC)	GL50803_12216		54.71269304335501	72.43	3.02	59.000929492746934					Single Protein		A8BPV3	1	6	6	1	6	1	3	11	100.0	Doubtful
438	A8BQ84	Phosphatidylinositol-4-phosphate 5-kinase, putative (A8BQ84_GIAIC)	GL50803_2622		32.29775720589942	92.2	9.22	54.85133693385988	Oxidation of M(M148)	Oxidation of M(1)			Single Protein		A8BQ84	3	9	9	3	9	3	3	9	100.0	Confident
439	A8BPW2	Protein kinase domain-containing protein (A8BPW2_GIAIC)	GL50803_12223		69.60562276367465	51.4	5.92	55.23246955876222					Single Protein		A8BPW2	4	8	8	4	8	4	7	17	100.0	Confident
440	HBA_HUMAN				15.116885097439225	59.57	17.02	269.270199493494	Oxidation of M(M32)	Oxidation of M(1)			Single Protein		HBA_HUMAN	2	2	2	2	2	2	6	6	100.0	Confident
441	A8BQB8	Heat-shock protein, putative (A8BQB8_GIAIC)	GL50803_16412		94.73795686811901	78.22	4.38	18.30541658621123					Single Protein		A8BQB8	3	12	12	3	12	3	3	12	100.0	Confident
442	A8BQG5	OBG-type G domain-containing protein (A8BQG5_GIAIC)	GL50803_16200		41.27126921742014	83.65	15.82	90.27898634563266					Single Protein		A8BQG5	6	10	10	6	10	6	9	14	100.0	Confident
443	A8B8Y7	Protein kinase domain-containing protein (A8B8Y7_GIAIC)	GL50803_101534		31.393622379183594	74.39	16.14	61.674948227067325					Single Protein		A8B8Y7	4	4	3	3	4	4	5	6	100.0	Confident
444	A8B8Z6	Ribosomal protein L15 (A8B8Z6_GIAIC)	GL50803_8001		24.27927738577214	100.0	15.2	323.9748750986537					Single Protein		A8B8Z6	3	7	7	3	7	3	11	14	100.0	Confident
445	A8B8Z3	Eukaryotic translation initiation factor 6 (A8B8Z3_GIAIC)	EIF6		26.79677518593244	78.86	15.85	62.87836185101011	Oxidation of M(M82)	Oxidation of M(1)			Single Protein		A8B8Z3	3	4	4	3	4	3	3	4	100.0	Confident
446	A0A644F8Q4	Uncharacterized protein (A0A644F8Q4_GIAIC)	GL50803_0016954		126.19794155400605	60.81	1.06	9.6424376199575	Oxidation of M(M792)	Oxidation of M(1)			Related Proteins	A8B680	A0A644F8Q4, A8B680	1	7	7	1	7	1	1	7	100.0	Doubtful
447	A8B9C0	Importin beta-3 subunit (A8B9C0_GIAIC)	GL50803_15106		127.59649712696982	47.26	10.77	36.73826391951049	Oxidation of M(M66, M97, M646)	Oxidation of M(3)			Single Protein		A8B9C0	13	22	22	13	22	13	16	27	100.0	Confident
448	A8B9C5	IFT complex B (A8B9C5_GIAIC)	GL50803_17223		115.04779949637054	45.41	3.24	21.513319910081343	Oxidation of M(M754)	Oxidation of M(1)			Single Protein		A8B9C5	3	6	6	3	6	3	3	7	100.0	Confident
449	A8B9H7	ANK_REP_REGION domain-containing protein (A8B9H7_GIAIC)	GL50803_15587		27.645721672791833	68.87	4.28	32.82931096289032					Single Protein		A8B9H7	1	1	1	1	1	1	1	1	100.0	Doubtful
450	A8B9H1	Ankyrin repeat protein 3 (A8B9H1_GIAIC)	GL50803_12139		75.83611888702832	77.68	2.06	12.980204488404327					Single Protein		A8B9H1	1	6	5	1	6	1	2	7	100.0	Doubtful
451	A8B767	26S proteasome regulatory subunit, putative (A8B767_GIAIC)	GL50803_91643		147.53785362849192	50.45	5.64	21.574240976606088					Related Proteins	A0A644EZH6	A0A644EZH6, A8B767	7	13	13	7	13	7	7	15	100.0	Confident
452	A8B8H3	eIF3g domain-containing protein (A8B8H3_GIAIC)	GL50803_13269		39.513838197931655	64.86	5.43	50.82610191242658	Oxidation of M(M46)	Oxidation of M(1)			Single Protein		A8B8H3	2	6	6	2	6	2	2	6	99.12739965095986	Doubtful
453	A8B8I5	VWFA domain-containing protein (A8B8I5_GIAIC)	GL50803_29490		29.96087643151288	55.68	23.86	66.58091001785678	Oxidation of M(M36, M38, M137, M146)	Oxidation of M(4)			Single Protein		A8B8I5	4	8	8	4	8	4	4	8	100.0	Confident
454	A8B8I2	Uncharacterized protein (A8B8I2_GIAIC)	GL50803_15395		207.43907622271786	52.25	0.7	13.467091647985335					Single Protein		A8B8I2	1	10	10	1	10	1	2	11	100.0	Doubtful
455	A8BIJ2	S1 motif domain-containing protein (A8BIJ2_GIAIC)	GL50803_13943		38.07964867065831	84.13	8.08	46.3116078303847					Single Protein		A8BIJ2	3	10	10	3	10	3	3	12	100.0	Confident
456	A8B8J9	Chaperone protein DnaJ (A8B8J9_GIAIC)	GL50803_15398		40.78272613335053	83.1	9.7	68.1658604612087					Single Protein		A8B8J9	6	10	10	6	10	6	8	12	100.0	Confident
457	A8B8J3	Protein kinase domain-containing protein (A8B8J3_GIAIC)	GL50803_15397		38.12269975018989	67.06	10.59	69.20220568785112	Oxidation of M(M316)	Oxidation of M(1)			Single Protein		A8B8J3	4	8	8	4	8	4	4	8	100.0	Confident
458	A8BIK9	ENTH domain-containing protein (A8BIK9_GIAIC)	GL50803_3256		45.2366844777097	47.65	4.69	43.71571459825291					Single Protein		A8BIK9	1	7	7	1	7	1	1	7	100.0	Doubtful
459	A8B8K3	Cyclin (A8B8K3_GIAIC)	GL50803_17400		35.41108219763447	89.81	11.78	122.1688868072334					Single Protein		A8B8K3	4	9	9	4	9	4	7	13	100.0	Confident
460	A8B8L5	Ankyrin repeat protein 1 (A8B8L5_GIAIC)	GL50803_17402		109.30287593832878	78.06	0.9	9.364187477761167					Single Protein		A8B8L5	1	9	9	1	9	1	1	11	88.23529411764706	Doubtful
461	A8BIN6	Uncharacterized protein (A8BIN6_GIAIC)	GL50803_5823		29.122974520051653	70.61	3.82	32.20279739489623	Oxidation of M(M158)	Oxidation of M(1)			Single Protein		A8BIN6	1	5	5	1	5	1	1	13	100.0	Doubtful
462	A0A644FB17	Ribosomal protein SA (A0A644FB17_GIAIC)	GL50803_007766		28.054099993237	60.82	12.65	187.49184261028466					Related Proteins	A8BE86	A0A644FB17, A8BE86	3	6	6	3	6	3	6	9	100.0	Confident
463	A8BJ08	Ubiquitin-like domain-containing protein (A8BJ08_GIAIC)	GL50803_7110		9.284912242162807	100.0	63.41	831.7092408474522					Single Protein		A8BJ08	5	7	5	4	7	5	22	36	100.0	Confident
464	A8B918	Ankyrin repeat protein 1 (A8B918_GIAIC)	GL50803_14434		49.65082611445743	69.47	11.95	83.21648811507204	Oxidation of M(M328, M339)	Oxidation of M(2)			Single Protein		A8B918	4	13	12	4	13	4	8	15	100.0	Confident
465	A0A644F8M2	Uncharacterized protein (A0A644F8M2_GIAIC)	GL50803_0011125		48.069093891978895	42.02	2.02	28.99358390880691	Oxidation of M(M1)	Oxidation of M(1)			Related Proteins	A8BUY0	A0A644F8M2, A8BUY0	1	1	1	1	1	1	1	1	100.0	Doubtful
